Type,Year,Qtr,Adoption,Order_type,Adopter,Adopted_child_sex,Adopted_child_age,Count
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,10-14 years,1
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,15-17 years,0
Order granted,2015,1,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,<1 year,0
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,1-4 years,7
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,5-9 years,3
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,15-17 years,1
Order granted,2015,1,Adoption,Foreign,M/F couple,Male,Other,0
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,1-4 years,0
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,5-9 years,1
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,10-14 years,2
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2015,1,Adoption,Foreign,Sole applicant,Female,Other,0
Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,1-4 years,0
Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,5-9 years,0
Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,10-14 years,2
Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,15-17 years,0
Order granted,2015,1,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2015,1,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2015,1,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2015,1,Adoption,Foreign,Step parent,Female,5-9 years,2
Order granted,2015,1,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2015,1,Adoption,Foreign,Step parent,Female,15-17 years,0
Order granted,2015,1,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2015,1,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2015,1,Adoption,Foreign,Step parent,Male,1-4 years,0
Order granted,2015,1,Adoption,Foreign,Step parent,Male,5-9 years,2
Order granted,2015,1,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2015,1,Adoption,Foreign,Step parent,Male,15-17 years,1
Order granted,2015,1,Adoption,Foreign,Step parent,Male,Other,0
Order granted,2015,1,Adoption,Standard,M/F couple,Female,<1 year,22
Order granted,2015,1,Adoption,Standard,M/F couple,Female,1-4 years,400
Order granted,2015,1,Adoption,Standard,M/F couple,Female,5-9 years,102
Order granted,2015,1,Adoption,Standard,M/F couple,Female,10-14 years,14
Order granted,2015,1,Adoption,Standard,M/F couple,Female,15-17 years,2
Order granted,2015,1,Adoption,Standard,M/F couple,Female,Other,0
Order granted,2015,1,Adoption,Standard,M/F couple,Male,<1 year,31
Order granted,2015,1,Adoption,Standard,M/F couple,Male,1-4 years,434
Order granted,2015,1,Adoption,Standard,M/F couple,Male,5-9 years,106
Order granted,2015,1,Adoption,Standard,M/F couple,Male,10-14 years,3
Order granted,2015,1,Adoption,Standard,M/F couple,Male,15-17 years,1
Order granted,2015,1,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,<1 year,4
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,1-4 years,24
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,5-9 years,6
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,10-14 years,0
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2015,1,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,<1 year,4
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,1-4 years,80
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,5-9 years,28
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,10-14 years,0
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2015,1,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,<1 year,2
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,1-4 years,56
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,5-9 years,38
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,10-14 years,14
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,15-17 years,10
Order granted,2015,1,Adoption,Standard,Sole applicant,Female,Other,0
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,<1 year,2
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,1-4 years,50
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,5-9 years,33
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,10-14 years,12
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,15-17 years,5
Order granted,2015,1,Adoption,Standard,Sole applicant,Male,Other,5
Order granted,2015,1,Adoption,Standard,Step parent,Female,<1 year,0
Order granted,2015,1,Adoption,Standard,Step parent,Female,1-4 years,2
Order granted,2015,1,Adoption,Standard,Step parent,Female,5-9 years,23
Order granted,2015,1,Adoption,Standard,Step parent,Female,10-14 years,20
Order granted,2015,1,Adoption,Standard,Step parent,Female,15-17 years,11
Order granted,2015,1,Adoption,Standard,Step parent,Female,Other,1
Order granted,2015,1,Adoption,Standard,Step parent,Male,<1 year,0
Order granted,2015,1,Adoption,Standard,Step parent,Male,1-4 years,3
Order granted,2015,1,Adoption,Standard,Step parent,Male,5-9 years,10
Order granted,2015,1,Adoption,Standard,Step parent,Male,10-14 years,14
Order granted,2015,1,Adoption,Standard,Step parent,Male,15-17 years,6
Order granted,2015,1,Adoption,Standard,Step parent,Male,Other,0
Order granted,2015,2,Adoption,Convention,M/F couple,Male,<1 year,0
Order granted,2015,2,Adoption,Convention,M/F couple,Male,1-4 years,0
Order granted,2015,2,Adoption,Convention,M/F couple,Male,5-9 years,1
Order granted,2015,2,Adoption,Convention,M/F couple,Male,10-14 years,0
Order granted,2015,2,Adoption,Convention,M/F couple,Male,15-17 years,0
Order granted,2015,2,Adoption,Convention,M/F couple,Male,Other,0
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,1-4 years,6
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,5-9 years,1
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,10-14 years,0
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,15-17 years,2
Order granted,2015,2,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,<1 year,0
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,1-4 years,6
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,5-9 years,2
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,10-14 years,1
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,15-17 years,0
Order granted,2015,2,Adoption,Foreign,M/F couple,Male,Other,0
Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,<1 year,0
Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,1-4 years,1
Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,5-9 years,1
Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,10-14 years,0
Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,15-17 years,0
Order granted,2015,2,Adoption,Foreign,Same sex couple,Female,Other,0
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,1-4 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,5-9 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,10-14 years,0
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,15-17 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Female,Other,0
Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,1-4 years,1
Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,5-9 years,3
Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,10-14 years,0
Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,15-17 years,0
Order granted,2015,2,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2015,2,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2015,2,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2015,2,Adoption,Foreign,Step parent,Female,5-9 years,2
Order granted,2015,2,Adoption,Foreign,Step parent,Female,10-14 years,1
Order granted,2015,2,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2015,2,Adoption,Foreign,Step parent,Female,Other,0
Order granted,2015,2,Adoption,Standard,M/F couple,Female,<1 year,25
Order granted,2015,2,Adoption,Standard,M/F couple,Female,1-4 years,432
Order granted,2015,2,Adoption,Standard,M/F couple,Female,5-9 years,122
Order granted,2015,2,Adoption,Standard,M/F couple,Female,10-14 years,3
Order granted,2015,2,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2015,2,Adoption,Standard,M/F couple,Female,Other,0
Order granted,2015,2,Adoption,Standard,M/F couple,Male,<1 year,24
Order granted,2015,2,Adoption,Standard,M/F couple,Male,1-4 years,423
Order granted,2015,2,Adoption,Standard,M/F couple,Male,5-9 years,114
Order granted,2015,2,Adoption,Standard,M/F couple,Male,10-14 years,4
Order granted,2015,2,Adoption,Standard,M/F couple,Male,15-17 years,0
Order granted,2015,2,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,<1 year,4
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,1-4 years,34
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,5-9 years,10
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,10-14 years,0
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2015,2,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,<1 year,1
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,1-4 years,68
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,5-9 years,18
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,10-14 years,0
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2015,2,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,<1 year,1
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,1-4 years,37
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,5-9 years,31
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,10-14 years,25
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,15-17 years,10
Order granted,2015,2,Adoption,Standard,Sole applicant,Female,Other,1
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,<1 year,2
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,1-4 years,54
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,5-9 years,26
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,10-14 years,14
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,15-17 years,10
Order granted,2015,2,Adoption,Standard,Sole applicant,Male,Other,0
Order granted,2015,2,Adoption,Standard,Step parent,Female,<1 year,0
Order granted,2015,2,Adoption,Standard,Step parent,Female,1-4 years,7
Order granted,2015,2,Adoption,Standard,Step parent,Female,5-9 years,18
Order granted,2015,2,Adoption,Standard,Step parent,Female,10-14 years,14
Order granted,2015,2,Adoption,Standard,Step parent,Female,15-17 years,9
Order granted,2015,2,Adoption,Standard,Step parent,Female,Other,4
Order granted,2015,2,Adoption,Standard,Step parent,Male,<1 year,0
Order granted,2015,2,Adoption,Standard,Step parent,Male,1-4 years,2
Order granted,2015,2,Adoption,Standard,Step parent,Male,5-9 years,14
Order granted,2015,2,Adoption,Standard,Step parent,Male,10-14 years,24
Order granted,2015,2,Adoption,Standard,Step parent,Male,15-17 years,7
Order granted,2015,2,Adoption,Standard,Step parent,Male,Other,2
Order granted,2015,3,Adoption,Convention,M/F couple,Female,<1 year,0
Order granted,2015,3,Adoption,Convention,M/F couple,Female,1-4 years,1
Order granted,2015,3,Adoption,Convention,M/F couple,Female,5-9 years,1
Order granted,2015,3,Adoption,Convention,M/F couple,Female,10-14 years,0
Order granted,2015,3,Adoption,Convention,M/F couple,Female,15-17 years,0
Order granted,2015,3,Adoption,Convention,M/F couple,Female,Other,0
Order granted,2015,3,Adoption,Convention,M/F couple,Male,<1 year,0
Order granted,2015,3,Adoption,Convention,M/F couple,Male,1-4 years,1
Order granted,2015,3,Adoption,Convention,M/F couple,Male,5-9 years,0
Order granted,2015,3,Adoption,Convention,M/F couple,Male,10-14 years,0
Order granted,2015,3,Adoption,Convention,M/F couple,Male,15-17 years,0
Order granted,2015,3,Adoption,Convention,M/F couple,Male,Other,0
Order granted,2015,3,Adoption,Foreign,M/F couple,Female,<1 year,0
Order granted,2015,3,Adoption,Foreign,M/F couple,Female,1-4 years,6
Order granted,2015,3,Adoption,Foreign,M/F couple,Female,5-9 years,4
Order granted,2015,3,Adoption,Foreign,M/F couple,Female,10-14 years,0
Order granted,2015,3,Adoption,Foreign,M/F couple,Female,15-17 years,0
Order granted,2015,3,Adoption,Foreign,M/F couple,Female,Other,0
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,<1 year,0
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,1-4 years,5
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,5-9 years,1
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,10-14 years,2
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,15-17 years,0
Order granted,2015,3,Adoption,Foreign,M/F couple,Male,Other,0
Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,<1 year,0
Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,1-4 years,0
Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,5-9 years,2
Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,10-14 years,4
Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,15-17 years,2
Order granted,2015,3,Adoption,Foreign,Sole applicant,Female,Other,1
Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,<1 year,0
Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,1-4 years,0
Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,5-9 years,3
Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,10-14 years,3
Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,15-17 years,2
Order granted,2015,3,Adoption,Foreign,Sole applicant,Male,Other,0
Order granted,2015,3,Adoption,Foreign,Step parent,Female,<1 year,0
Order granted,2015,3,Adoption,Foreign,Step parent,Female,1-4 years,0
Order granted,2015,3,Adoption,Foreign,Step parent,Female,5-9 years,0
Order granted,2015,3,Adoption,Foreign,Step parent,Female,10-14 years,2
Order granted,2015,3,Adoption,Foreign,Step parent,Female,15-17 years,2
Order granted,2015,3,Adoption,Foreign,Step parent,Female,Other,1
Order granted,2015,3,Adoption,Foreign,Step parent,Male,<1 year,0
Order granted,2015,3,Adoption,Foreign,Step parent,Male,1-4 years,0
Order granted,2015,3,Adoption,Foreign,Step parent,Male,5-9 years,1
Order granted,2015,3,Adoption,Foreign,Step parent,Male,10-14 years,1
Order granted,2015,3,Adoption,Foreign,Step parent,Male,15-17 years,3
Order granted,2015,3,Adoption,Foreign,Step parent,Male,Other,1
Order granted,2015,3,Adoption,Standard,M/F couple,Female,<1 year,25
Order granted,2015,3,Adoption,Standard,M/F couple,Female,1-4 years,320
Order granted,2015,3,Adoption,Standard,M/F couple,Female,5-9 years,97
Order granted,2015,3,Adoption,Standard,M/F couple,Female,10-14 years,4
Order granted,2015,3,Adoption,Standard,M/F couple,Female,15-17 years,1
Order granted,2015,3,Adoption,Standard,M/F couple,Female,Other,0
Order granted,2015,3,Adoption,Standard,M/F couple,Male,<1 year,33
Order granted,2015,3,Adoption,Standard,M/F couple,Male,1-4 years,366
Order granted,2015,3,Adoption,Standard,M/F couple,Male,5-9 years,81
Order granted,2015,3,Adoption,Standard,M/F couple,Male,10-14 years,7
Order granted,2015,3,Adoption,Standard,M/F couple,Male,15-17 years,2
Order granted,2015,3,Adoption,Standard,M/F couple,Male,Other,0
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,<1 year,4
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,1-4 years,30
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,5-9 years,10
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,10-14 years,0
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,15-17 years,0
Order granted,2015,3,Adoption,Standard,Same sex couple,Female,Other,0
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,<1 year,5
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,1-4 years,73
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,5-9 years,22
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,10-14 years,1
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,15-17 years,0
Order granted,2015,3,Adoption,Standard,Same sex couple,Male,Other,0
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,<1 year,3
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,1-4 years,38
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,5-9 years,44
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,10-14 years,25
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,15-17 years,16
Order granted,2015,3,Adoption,Standard,Sole applicant,Female,Other,2
